,Parameter,General source,Source,Commodity,Value,"Commodity, source"
1664,"10 x Intensity
elasticity to time ( )",This study,This study 8,Pb,0.261462115415368,"Pb, this study"
1665,"10 x Intensity
elasticity to time ( )",This study,This study 9,Pb,0.221800886494187,"Pb, this study"
1666,"10 x Intensity
elasticity to time ( )",This study,This study 10,Pb,-0.084105632926664,"Pb, this study"
1667,"10 x Intensity
elasticity to time ( )",This study,This study 11,Pb,-0.212618868264145,"Pb, this study"
1668,"10 x Intensity
elasticity to time ( )",This study,This study 12,Pb,-0.210961589461828,"Pb, this study"
1669,"10 x Intensity
elasticity to time ( )",This study,This study 13,Pb,-0.14390917501942,"Pb, this study"
1670,"10 x Intensity
elasticity to time ( )",This study,This study 14,Pb,-0.054114318352215,"Pb, this study"
1671,"10 x Intensity
elasticity to time ( )",This study,This study 15,Pb,-0.140567795309548,"Pb, this study"
1672,"10 x Intensity
elasticity to time ( )",This study,This study 16,Pb,0.320314952751819,"Pb, this study"
1673,"10 x Intensity
elasticity to time ( )",This study,This study 17,Pb,-0.342217292061073,"Pb, this study"
1674,"10 x Intensity
elasticity to time ( )",This study,This study 18,Pb,-0.080124030251639,"Pb, this study"
1675,"10 x Intensity
elasticity to time ( )",This study,This study 19,Pb,-0.369977970910434,"Pb, this study"
1676,"10 x Intensity
elasticity to time ( )",This study,This study 20,Pb,0.292537131927171,"Pb, this study"
1677,"10 x Intensity
elasticity to time ( )",This study,This study 21,Pb,-0.013899549545302,"Pb, this study"
1678,"10 x Intensity
elasticity to time ( )",This study,This study 22,Pb,-0.185323926062678,"Pb, this study"
1679,"10 x Intensity
elasticity to time ( )",This study,This study 23,Pb,-0.30108737090695803,"Pb, this study"
1680,"10 x Intensity
elasticity to time ( )",This study,This study 24,Pb,-0.41946951515312697,"Pb, this study"
1681,"Mine CU elasticity
to TCM (**)",This study,This study 0,Pb,0.0922914424117666,"Pb, this study"
1682,"Mine CU elasticity
to TCM (**)",This study,This study 1,Pb,0.9472275969014248,"Pb, this study"
1683,"Mine CU elasticity
to TCM (**)",This study,This study 2,Pb,0.7793694360333372,"Pb, this study"
1684,"Mine CU elasticity
to TCM (**)",This study,This study 3,Pb,0.4498717784750598,"Pb, this study"
1685,"Mine CU elasticity
to TCM (**)",This study,This study 4,Pb,0.5185768777431028,"Pb, this study"
1686,"Mine CU elasticity
to TCM (**)",This study,This study 5,Pb,0.3181296854870084,"Pb, this study"
1687,"Mine CU elasticity
to TCM (**)",This study,This study 6,Pb,0.8767693631775816,"Pb, this study"
1688,"Mine CU elasticity
to TCM (**)",This study,This study 7,Pb,0.6586443465152904,"Pb, this study"
1689,"Mine CU elasticity
to TCM (**)",This study,This study 8,Pb,0.2372550493653602,"Pb, this study"
1690,"Mine CU elasticity
to TCM (**)",This study,This study 9,Pb,0.425856890552679,"Pb, this study"
1691,"Mine CU elasticity
to TCM (**)",This study,This study 10,Pb,0.6767107949413569,"Pb, this study"
1692,"Mine CU elasticity
to TCM (**)",This study,This study 11,Pb,0.7650277360144521,"Pb, this study"
1693,"Mine CU elasticity
to TCM (**)",This study,This study 12,Pb,0.8811726854401591,"Pb, this study"
1694,"Mine CU elasticity
to TCM (**)",This study,This study 13,Pb,0.2265013456271912,"Pb, this study"
1695,"Mine CU elasticity
to TCM (**)",This study,This study 14,Pb,0.3275309407269866,"Pb, this study"
1696,"Mine CU elasticity
to TCM (**)",This study,This study 15,Pb,0.905792602616882,"Pb, this study"
1697,"Mine CU elasticity
to TCM (**)",This study,This study 16,Pb,0.8744561635162448,"Pb, this study"
1698,"Mine CU elasticity
to TCM (**)",This study,This study 17,Pb,0.2621876387900823,"Pb, this study"
1699,"Mine CU elasticity
to TCM (**)",This study,This study 18,Pb,0.3934226190971581,"Pb, this study"
1700,"Mine CU elasticity
to TCM (**)",This study,This study 19,Pb,0.3898052667079063,"Pb, this study"
1701,"Mine CU elasticity
to TCM (**)",This study,This study 20,Pb,0.599825209744823,"Pb, this study"
1702,"Mine CU elasticity
to TCM (**)",This study,This study 21,Pb,0.5862632674734161,"Pb, this study"
1703,"Mine CU elasticity
to TCM (**)",This study,This study 22,Pb,0.3049790170631329,"Pb, this study"
1704,"Mine CU elasticity
to TCM (**)",This study,This study 23,Pb,0.0369764677129613,"Pb, this study"
1705,"Mine CU elasticity
to TCM (**)",This study,This study 24,Pb,0.7827663565946328,"Pb, this study"
1706,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 0,Pb,-0.43973588880117065,"Pb, this study"
1707,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 1,Pb,-0.287552141857219,"Pb, this study"
1708,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 2,Pb,-0.1599279178821275,"Pb, this study"
1709,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 3,Pb,0.2961411378860133,"Pb, this study"
1710,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 4,Pb,0.3768955666205162,"Pb, this study"
1711,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 5,Pb,0.3984339267970579,"Pb, this study"
1712,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 6,Pb,-0.2638664713482361,"Pb, this study"
1713,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 7,Pb,0.36674448819660377,"Pb, this study"
1714,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 8,Pb,-0.2503483044250081,"Pb, this study"
1715,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 9,Pb,-0.17081396786105082,"Pb, this study"
1716,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 10,Pb,-0.04250988418218568,"Pb, this study"
1717,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 11,Pb,-0.2421833315561252,"Pb, this study"
1718,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 12,Pb,-0.1580199084468631,"Pb, this study"
1719,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 13,Pb,0.16286792252709512,"Pb, this study"
1720,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 14,Pb,-0.17595052148550433,"Pb, this study"
1721,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 15,Pb,0.25575497991397017,"Pb, this study"
1722,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 16,Pb,0.4070080489967845,"Pb, this study"
1723,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 17,Pb,0.07685265498907742,"Pb, this study"
1724,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 18,Pb,-0.15302634610158874,"Pb, this study"
1725,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 19,Pb,0.17461160379525786,"Pb, this study"
1726,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 20,Pb,-0.1711358907143818,"Pb, this study"
1727,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 21,Pb,-0.20656434812818364,"Pb, this study"
1728,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 22,Pb,0.21923419016506882,"Pb, this study"
1729,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 23,Pb,-0.13955635444921155,"Pb, this study"
1730,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 24,Pb,-0.1432119697155719,"Pb, this study"
1731,"Mine cost elasticity
to ore grade ( )",This study,This study 0,Pb,-0.4824348160827684,"Pb, this study"
1732,"Mine cost elasticity
to ore grade ( )",This study,This study 1,Pb,-0.8775608591642569,"Pb, this study"
1733,"Mine cost elasticity
to ore grade ( )",This study,This study 2,Pb,-0.3976004401247915,"Pb, this study"
1734,"Mine cost elasticity
to ore grade ( )",This study,This study 3,Pb,-0.563546245619212,"Pb, this study"
1735,"Mine cost elasticity
to ore grade ( )",This study,This study 4,Pb,-0.2730153625905065,"Pb, this study"
1736,"Mine cost elasticity
to ore grade ( )",This study,This study 5,Pb,-0.8041966574663691,"Pb, this study"
1737,"Mine cost elasticity
to ore grade ( )",This study,This study 6,Pb,-0.0578524521262089,"Pb, this study"
1738,"Mine cost elasticity
to ore grade ( )",This study,This study 7,Pb,-0.382381612818629,"Pb, this study"
1739,"Mine cost elasticity
to ore grade ( )",This study,This study 8,Pb,-0.0637258877451117,"Pb, this study"
1740,"Mine cost elasticity
to ore grade ( )",This study,This study 9,Pb,-0.4971867098771047,"Pb, this study"
1741,"Mine cost elasticity
to ore grade ( )",This study,This study 10,Pb,-0.5817819301215124,"Pb, this study"
1742,"Mine cost elasticity
to ore grade ( )",This study,This study 11,Pb,-0.2294366588102136,"Pb, this study"
1743,"Mine cost elasticity
to ore grade ( )",This study,This study 12,Pb,-0.1110613475863049,"Pb, this study"
1744,"Mine cost elasticity
to ore grade ( )",This study,This study 13,Pb,-0.1657663525822836,"Pb, this study"
1745,"Mine cost elasticity
to ore grade ( )",This study,This study 14,Pb,-0.0275504665927503,"Pb, this study"
1746,"Mine cost elasticity
to ore grade ( )",This study,This study 15,Pb,-0.2708840314031333,"Pb, this study"
1747,"Mine cost elasticity
to ore grade ( )",This study,This study 16,Pb,-0.9369029736788042,"Pb, this study"
1748,"Mine cost elasticity
to ore grade ( )",This study,This study 17,Pb,-0.2009531009381415,"Pb, this study"
1749,"Mine cost elasticity
to ore grade ( )",This study,This study 18,Pb,-0.9827343896659896,"Pb, this study"
1750,"Mine cost elasticity
to ore grade ( )",This study,This study 19,Pb,-0.8364179454013981,"Pb, this study"
1751,"Mine cost elasticity
to ore grade ( )",This study,This study 20,Pb,-0.8090381725650914,"Pb, this study"
1752,"Mine cost elasticity
to ore grade ( )",This study,This study 21,Pb,-0.064713499138228,"Pb, this study"
1753,"Mine cost elasticity
to ore grade ( )",This study,This study 22,Pb,-0.1711065720524629,"Pb, this study"
1754,"Mine cost elasticity
to ore grade ( )",This study,This study 23,Pb,-0.8271239217653774,"Pb, this study"
1755,"Mine cost elasticity
to ore grade ( )",This study,This study 24,Pb,-0.933958762770005,"Pb, this study"
1756,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 0,Pb,0.0821406749031287,"Pb, this study"
1757,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 1,Pb,0.0162141655263611,"Pb, this study"
1758,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 2,Pb,0.0459165908388462,"Pb, this study"
1759,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 3,Pb,0.0132954966809814,"Pb, this study"
1760,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 4,Pb,0.0049572014372439,"Pb, this study"
1761,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 5,Pb,0.0064172930206276,"Pb, this study"
1762,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 6,Pb,0.276706338022769,"Pb, this study"
1763,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 7,Pb,0.0324126896396386,"Pb, this study"
1764,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 8,Pb,0.0153702694251585,"Pb, this study"
1765,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 9,Pb,0.1551840817681322,"Pb, this study"
1766,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 10,Pb,0.0035682320668879,"Pb, this study"
1767,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 11,Pb,0.1454598757956483,"Pb, this study"
1768,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 12,Pb,0.1220911706855957,"Pb, this study"
1769,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 13,Pb,0.0216356162433352,"Pb, this study"
1770,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 14,Pb,0.0197259453447397,"Pb, this study"
1771,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 15,Pb,0.0797084246059517,"Pb, this study"
1772,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 16,Pb,0.0078420293467089,"Pb, this study"
1773,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 17,Pb,0.2404104101630503,"Pb, this study"
1774,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 18,Pb,0.0050355875372718,"Pb, this study"
1775,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 19,Pb,0.0805846639205957,"Pb, this study"
1776,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 20,Pb,0.1151758223482923,"Pb, this study"
1777,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 21,Pb,0.0898637592208609,"Pb, this study"
1778,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 22,Pb,0.0818503415115032,"Pb, this study"
1779,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 23,Pb,0.164801023532191,"Pb, this study"
1780,"Ore grade elasticity
to COT distribution mean ( )",This study,This study 24,Pb,0.0962560371091959,"Pb, this study"
1781,"Scrap spread elasticity
to price ( )",This study,This study 0,Pb,0.534117282691967,"Pb, this study"
1782,"Scrap spread elasticity
to price ( )",This study,This study 1,Pb,0.3209851785717869,"Pb, this study"
1783,"Scrap spread elasticity
to price ( )",This study,This study 2,Pb,0.0082796843718998,"Pb, this study"
1784,"Scrap spread elasticity
to price ( )",This study,This study 3,Pb,0.6765386063780989,"Pb, this study"
1785,"Scrap spread elasticity
to price ( )",This study,This study 4,Pb,0.1224253190783889,"Pb, this study"
1786,"Scrap spread elasticity
to price ( )",This study,This study 5,Pb,0.6045509806093163,"Pb, this study"
1787,"Scrap spread elasticity
to price ( )",This study,This study 6,Pb,0.6080258926071876,"Pb, this study"
1788,"Scrap spread elasticity
to price ( )",This study,This study 7,Pb,0.3880111082039705,"Pb, this study"
1789,"Scrap spread elasticity
to price ( )",This study,This study 8,Pb,0.1554102646502273,"Pb, this study"
1790,"Scrap spread elasticity
to price ( )",This study,This study 9,Pb,0.248656096089485,"Pb, this study"
1791,"Scrap spread elasticity
to price ( )",This study,This study 10,Pb,0.9145930330770794,"Pb, this study"
1792,"Scrap spread elasticity
to price ( )",This study,This study 11,Pb,0.929118878786358,"Pb, this study"
1793,"Scrap spread elasticity
to price ( )",This study,This study 12,Pb,0.0266498983056055,"Pb, this study"
1794,"Scrap spread elasticity
to price ( )",This study,This study 13,Pb,0.8575310402007292,"Pb, this study"
1795,"Scrap spread elasticity
to price ( )",This study,This study 14,Pb,0.275882835080261,"Pb, this study"
1796,"Scrap spread elasticity
to price ( )",This study,This study 15,Pb,0.3682417100325021,"Pb, this study"
1797,"Scrap spread elasticity
to price ( )",This study,This study 16,Pb,0.0952686276459654,"Pb, this study"
1798,"Scrap spread elasticity
to price ( )",This study,This study 17,Pb,0.7172917844559563,"Pb, this study"
1799,"Scrap spread elasticity
to price ( )",This study,This study 18,Pb,0.1591329840119981,"Pb, this study"
1800,"Scrap spread elasticity
to price ( )",This study,This study 19,Pb,0.8335344221146631,"Pb, this study"
1801,"Scrap spread elasticity
to price ( )",This study,This study 20,Pb,0.2213095708173459,"Pb, this study"
1802,"Scrap spread elasticity
to price ( )",This study,This study 21,Pb,0.9767657557874077,"Pb, this study"
1803,"Scrap spread elasticity
to price ( )",This study,This study 22,Pb,0.2944179698147113,"Pb, this study"
1804,"Scrap spread elasticity
to price ( )",This study,This study 23,Pb,0.9081409364150966,"Pb, this study"
1805,"Scrap spread elasticity
to price ( )",This study,This study 24,Pb,0.6507429993362863,"Pb, this study"
1806,"Collection elasticity to
scrap price ( )",Literature,Sigman (1995),Pb,0.217,"Pb, literature"
1807,"Collection elasticity to
scrap price ( )",Literature,"Sigman (1995), a",Pb,0.192,"Pb, literature"
1808,"Collection elasticity to
scrap price ( )",Literature,"Sigman (1995), b",Pb,0.187,"Pb, literature"
1809,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), a - from demand",Pb,1.746,"Pb, literature"
1810,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), b - from demand",Pb,0.17300000000000004,"Pb, literature"
1811,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), c - from demand",Pb,-0.528,"Pb, literature"
1812,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), d - from demand",Pb,-0.516,"Pb, literature"
1813,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), e - from demand",Pb,-0.5549999999999999,"Pb, literature"
1814,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), f - from demand",Pb,-0.562,"Pb, literature"
1815,"Intensity elasticity to
GDP (***)",Literature,"Pei and Tilton (1999), a - from demand",Pb,-0.32999999999999996,"Pb, literature"
1816,"Intensity elasticity to
GDP (***)",Literature,"Pei and Tilton (1999), b - from demand",Pb,-0.5349999999999999,"Pb, literature"
1817,"Intensity elasticity to
GDP (***)",Literature,Tcha and Takashina (2002) - from demand,Pb,-0.353,"Pb, literature"
1818,"Intensity elasticity to
GDP (***)",Literature,Evans and Lewis (2005) - from demand,Pb,-0.9006,"Pb, literature"
1819,"Intensity elasticity to
GDP (***)",Literature,Stuermer (2017) - from demand,Pb,-0.32999999999999996,"Pb, literature"
1820,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), a - from demand",Pb,-0.8160000000000001,"Pb, literature"
1821,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), a - from demand",Pb,1.746,"Pb, literature"
1822,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), b - from demand",Pb,-0.528,"Pb, literature"
1823,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), b - from demand",Pb,0.17300000000000004,"Pb, literature"
1824,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), c - from demand",Pb,-0.562,"Pb, literature"
1825,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), d - from demand",Pb,-0.5549999999999999,"Pb, literature"
1826,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), e - from demand",Pb,-0.544,"Pb, literature"
1827,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), f - from demand",Pb,-0.252,"Pb, literature"
1828,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), g - from demand",Pb,-0.7070000000000001,"Pb, literature"
1829,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), h - from demand",Pb,-0.4,"Pb, literature"
1830,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), i - from demand",Pb,-0.30900000000000005,"Pb, literature"
1831,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), j - from demand",Pb,-0.14500000000000002,"Pb, literature"
1832,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), k - from demand",Pb,-0.652,"Pb, literature"
1833,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), l - from demand",Pb,-0.84,"Pb, literature"
1834,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Pb,1.9609999999999999,"Pb, literature"
1835,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Pb,-0.661,"Pb, literature"
1836,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Pb,0.833,"Pb, literature"
1837,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Pb,-0.757,"Pb, literature"
1838,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Pb,-0.671,"Pb, literature"
1839,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Pb,1.3719999999999999,"Pb, literature"
1840,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Pb,-0.34099999999999997,"Pb, literature"
1841,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Pb,1.213,"Pb, literature"
1842,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Pb,-0.767,"Pb, literature"
1843,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Pb,0.9490000000000001,"Pb, literature"
1844,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Pb,-0.267,"Pb, literature"
1845,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Pb,0.633,"Pb, literature"
1846,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), a - from demand",Pb,0.21300000000000008,"Pb, literature"
1847,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), a - from demand",Pb,-0.565,"Pb, literature"
1848,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), a - from demand",Pb,-0.756,"Pb, literature"
1849,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), a - from demand",Pb,0.30099999999999993,"Pb, literature"
1850,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), a - from demand",Pb,-0.44799999999999995,"Pb, literature"
1851,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), b - from demand",Pb,0.627,"Pb, literature"
1852,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), b - from demand",Pb,-0.04500000000000004,"Pb, literature"
1853,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), b - from demand",Pb,-0.73,"Pb, literature"
1854,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), b - from demand",Pb,-0.031000000000000028,"Pb, literature"
1855,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), b - from demand",Pb,-0.21599999999999997,"Pb, literature"
1856,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), a - from demand",Pb,-0.617,"Pb, literature"
1857,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), a - from demand",Pb,-0.9299999999999999,"Pb, literature"
1858,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), a - from demand",Pb,-0.808,"Pb, literature"
1859,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), a - from demand",Pb,-0.546,"Pb, literature"
1860,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), a - from demand",Pb,-0.9,"Pb, literature"
1861,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), a - from demand",Pb,-0.8049999999999999,"Pb, literature"
1862,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), a - from demand",Pb,0.19500000000000006,"Pb, literature"
1863,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), a - from demand",Pb,-0.32599999999999996,"Pb, literature"
1864,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), b - from demand",Pb,-0.616,"Pb, literature"
1865,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), b - from demand",Pb,-0.76,"Pb, literature"
1866,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), b - from demand",Pb,-0.79,"Pb, literature"
1867,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), b - from demand",Pb,-0.5589999999999999,"Pb, literature"
1868,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), b - from demand",Pb,-0.904,"Pb, literature"
1869,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), b - from demand",Pb,-0.789,"Pb, literature"
1870,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), b - from demand",Pb,0.2569999999999999,"Pb, literature"
1871,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), b - from demand",Pb,-0.385,"Pb, literature"
1872,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), a - from demand",Pb,-0.888,"Pb, literature"
1873,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), b - from demand",Pb,-0.099,"Pb, literature"
1874,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), c - from demand",Pb,-0.002,"Pb, literature"
1875,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), d - from demand",Pb,-0.008,"Pb, literature"
1876,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), e - from demand",Pb,0.002,"Pb, literature"
1877,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), f - from demand",Pb,0.001,"Pb, literature"
1878,"Intensity elasticity to
price (***)",Literature,"Pei and Tilton (1999), a - from demand",Pb,0.06,"Pb, literature"
1879,"Intensity elasticity to
price (***)",Literature,"Pei and Tilton (1999), b - from demand",Pb,-0.023,"Pb, literature"
1880,"Intensity elasticity to
price (***)",Literature,Tcha and Takashina (2002) - from demand,Pb,-0.006,"Pb, literature"
1881,"Intensity elasticity to
price (***)",Literature,Evans and Lewis (2005) - from demand,Pb,-0.1271,"Pb, literature"
1882,"Intensity elasticity to
price (***)",Literature,Stuermer (2017) - from demand,Pb,-0.213,"Pb, literature"
1883,"Intensity elasticity to
price (***)",Literature,Fernandez (2018) - from demand,Pb,0.876,"Pb, literature"
1884,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), a - from demand",Pb,-0.008,"Pb, literature"
1885,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), a - from demand",Pb,-0.888,"Pb, literature"
1886,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), b - from demand",Pb,-0.002,"Pb, literature"
1887,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), b - from demand",Pb,-0.099,"Pb, literature"
1888,"Intensity elasticity to
price (***)",Literature,Pei (1999) - from demand,Pb,-0.003,"Pb, literature"
1889,"Intensity elasticity to
price (***)",Literature,Pei (1999) - from demand,Pb,0.438,"Pb, literature"
1890,"Intensity elasticity to
price (***)",Literature,"Pei (1999), a - from demand",Pb,0.147,"Pb, literature"
1891,"Intensity elasticity to
price (***)",Literature,"Pei (1999), a - from demand",Pb,-0.385,"Pb, literature"
1892,"Intensity elasticity to
price (***)",Literature,"Pei (1999), b - from demand",Pb,0.137,"Pb, literature"
1893,"Intensity elasticity to
price (***)",Literature,"Pei (1999), b - from demand",Pb,-0.307,"Pb, literature"
1894,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), a - from demand",Pb,-0.005,"Pb, literature"
1895,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), a - from demand",Pb,-0.048,"Pb, literature"
1896,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), a - from demand",Pb,-0.04,"Pb, literature"
1897,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), a - from demand",Pb,-0.008,"Pb, literature"
1898,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), a - from demand",Pb,-0.029,"Pb, literature"
1899,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), a - from demand",Pb,0.056,"Pb, literature"
1900,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), a - from demand",Pb,0.093,"Pb, literature"
1901,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), a - from demand",Pb,0.105,"Pb, literature"
1902,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), a - from demand",Pb,-0.006,"Pb, literature"
1903,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), b - from demand",Pb,-0.003,"Pb, literature"
1904,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), b - from demand",Pb,-0.051,"Pb, literature"
1905,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), b - from demand",Pb,-0.057,"Pb, literature"
1906,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), b - from demand",Pb,-0.008,"Pb, literature"
1907,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), b - from demand",Pb,-0.032,"Pb, literature"
1908,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), b - from demand",Pb,0.056,"Pb, literature"
1909,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), b - from demand",Pb,0.095,"Pb, literature"
1910,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), b - from demand",Pb,0.107,"Pb, literature"
1911,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), b - from demand",Pb,0.001,"Pb, literature"
1912,"10 x Intensity
elasticity to time ( )",Literature,"Pei and Tilton (1999), a - from demand",Pb,-0.1,"Pb, literature"
