,,Ag,Al,Au,Cu,Ni,Pb,Sn,Steel,Zn
2001-2016,581,-2.0976391391778435,-2.946247545696577,-2.9435463310009213,-1.8937023614420545,-1.8372897185293156,-1.596929340211238,-1.654724065557243,-1.9345362287854555,-2.0426832663990115
2001-2016,582,-2.0976391391778435,-2.946247545696577,-2.9435463310009213,-1.8937023614420545,-1.8372897185293156,-1.596929340211238,-1.654724065557243,-1.9345362287854555,-2.0426832663990115
2001-2016,583,-2.0976391391778435,-2.946247545696577,-2.9435463310009213,-1.8937023614420545,-1.8372897185293156,-1.596929340211238,-1.654724065557243,-1.9345362287854555,-2.0426832663990115
2001-2016,584,-2.0976391391778435,-2.946247545696577,-2.9435463310009213,-1.8937023614420545,-1.8372897185293156,-1.596929340211238,-1.654724065557243,-1.9345362287854555,-2.0426832663990115
2001-2016,585,-2.0976391391778435,-2.946247545696577,-2.9435463310009213,-1.8937023614420545,-1.8372897185293156,-1.596929340211238,-1.654724065557243,-1.9345362287854555,-2.0426832663990115
2001-2016,586,-2.0976391391778435,-2.946247545696577,-2.9435463310009213,-1.8937023614420545,-1.8372897185293156,-1.596929340211238,-1.654724065557243,-1.9345362287854555,-2.0426832663990115
2001-2016,587,-2.0976391391778435,-2.946247545696577,-2.9435463310009213,-1.8937023614420545,-1.8372897185293156,-1.823768803046591,-1.654724065557243,-1.9345362287854555,-2.0426832663990115
2001-2016,588,-2.0976391391778435,-2.946247545696577,-2.9435463310009213,-1.8937023614420545,-1.8372897185293156,-1.823768803046591,-1.654724065557243,-1.9345362287854555,-2.0426832663990115
2001-2016,589,-2.0976391391778435,-2.946247545696577,-2.9435463310009213,-1.8937023614420545,-1.8372897185293156,-1.823768803046591,-1.654724065557243,-1.9345362287854555,-2.0426832663990115
2001-2016,590,-2.0976391391778435,-2.946247545696577,-2.9435463310009213,-1.8937023614420545,-1.8372897185293156,-1.823768803046591,-1.654724065557243,-1.9345362287854555,-2.0426832663990115
2001-2016,591,-2.0976391391778435,-2.946247545696577,-2.9435463310009213,-1.8937023614420545,-1.8372897185293156,-1.823768803046591,-1.654724065557243,-1.9345362287854555,-2.0426832663990115
2001-2016,592,-2.0976391391778435,-2.946247545696577,-2.9435463310009213,-1.8937023614420545,-1.8372897185293156,-1.823768803046591,-1.654724065557243,-1.9345362287854555,-2.0426832663990115
2001-2016,593,-2.0976391391778435,-2.946247545696577,-2.9435463310009213,-1.8937023614420545,-1.8372897185293156,-1.823768803046591,-1.654724065557243,-1.9345362287854555,-2.0426832663990115
2001-2016,594,-2.0976391391778435,-2.946247545696577,-2.9435463310009213,-1.8937023614420545,-1.8372897185293156,-1.823768803046591,-1.654724065557243,-1.9345362287854555,-2.0426832663990115
2001-2016,595,-2.0976391391778435,-2.946247545696577,-2.9435463310009213,-1.8937023614420545,-1.8372897185293156,-1.823768803046591,-1.654724065557243,-1.9345362287854555,-2.0426832663990115
2001-2016,596,-2.0976391391778435,-2.946247545696577,-2.9435463310009213,-1.8937023614420545,-1.8372897185293156,-1.823768803046591,-1.654724065557243,-1.9345362287854555,-2.0426832663990115
2001-2016,597,-2.0976391391778435,-2.946247545696577,-2.9435463310009213,-1.8937023614420545,-1.8372897185293156,-1.823768803046591,-1.654724065557243,-1.9345362287854555,-2.0426832663990115
2001-2016,598,-2.0976391391778435,-2.946247545696577,-2.9435463310009213,-1.8937023614420545,-1.8372897185293156,-1.823768803046591,-1.654724065557243,-1.9345362287854555,-2.0426832663990115
2001-2016,599,-2.0976391391778435,-2.946247545696577,-2.9435463310009213,-1.8937023614420545,-1.8372897185293156,-1.823768803046591,-1.654724065557243,-1.9345362287854555,-2.0426832663990115
2001-2016,600,-2.0976391391778435,-2.946247545696577,-2.9435463310009213,-1.8937023614420545,-1.8372897185293156,-1.823768803046591,-1.654724065557243,-1.9345362287854555,-2.0426832663990115
2001-2015,1,-0.6230373059316138,1.2265235691830867,-1.0938413766887634,-0.6189604982106919,-1.6401441136024513,-1.4099682268707914,-0.8962395518552781,-0.4893822440167189,-0.5206310685536536
2001-2015,2,-0.6230373059316138,-0.2871498890871415,-1.0938413766887634,-0.6189604982106919,-1.6401441136024513,-1.4099682268707914,-0.8962395518552781,-0.4893822440167189,-0.5206310685536536
2001-2015,3,-0.6230373059316138,-0.8630069138504605,-1.0938413766887634,-0.6189604982106919,-1.6401441136024513,-1.4099682268707914,-0.8962395518552781,-0.4893822440167189,-0.5206310685536536
2001-2015,4,-0.718811198270504,-0.8630069138504605,-1.2196470626998708,-0.9462953893342704,-1.6401441136024513,-1.4099682268707914,-0.8962395518552781,-0.4893822440167189,-0.8621039354199287
2001-2015,5,-0.718811198270504,-0.8630069138504605,-1.2196470626998708,-0.9462953893342704,-1.6401441136024513,-1.4099682268707914,-0.8962395518552781,-0.4893822440167189,-0.8621039354199287
2001-2015,6,-0.718811198270504,-0.8630069138504605,-1.5020570349224447,-0.9462953893342704,-1.6401441136024513,-1.4099682268707914,-0.8962395518552781,-0.8099362472769065,-0.8621039354199287
2001-2015,7,-0.718811198270504,-0.8630069138504605,-1.5020570349224447,-0.9462953893342704,-1.6401441136024513,-1.4099682268707914,-0.8962395518552781,-0.8099362472769065,-0.8621039354199287
2001-2015,8,-0.718811198270504,-0.8630069138504605,-1.5020570349224447,-0.9462953893342704,-1.6401441136024513,-1.4099682268707914,-0.8962395518552781,-0.8099362472769065,-0.8621039354199287
2001-2015,9,-0.718811198270504,-0.8630069138504605,-1.5020570349224447,-0.9462953893342704,-1.6401441136024513,-1.4099682268707914,-0.8962395518552781,-0.8099362472769065,-0.8621039354199287
2001-2015,10,-0.718811198270504,-0.8630069138504605,-1.5020570349224447,-0.9462953893342704,-1.6401441136024513,-1.4099682268707914,-0.8962395518552781,-0.8099362472769065,-0.8621039354199287
2001-2015,11,-0.718811198270504,-0.8630069138504605,-1.5020570349224447,-0.9462953893342704,-1.6401441136024513,-1.4099682268707914,-0.8962395518552781,-0.8099362472769065,-0.8621039354199287
2001-2015,12,-0.718811198270504,-0.8630069138504605,-1.5020570349224447,-0.9462953893342704,-1.6401441136024513,-1.4099682268707914,-0.8962395518552781,-0.8099362472769065,-0.8621039354199287
2001-2015,13,-0.718811198270504,-0.8630069138504605,-1.5020570349224447,-0.9462953893342704,-1.6401441136024513,-1.4099682268707914,-0.904632766858459,-0.8099362472769065,-0.8621039354199287
2001-2015,14,-0.718811198270504,-0.8630069138504605,-1.5020570349224447,-0.9462953893342704,-1.6401441136024513,-1.4099682268707914,-0.904632766858459,-0.8099362472769065,-0.8621039354199287
2001-2015,15,-0.718811198270504,-0.8630069138504605,-1.5020570349224447,-0.9462953893342704,-1.6401441136024513,-1.4099682268707914,-0.904632766858459,-0.8099362472769065,-0.8621039354199287
2001-2015,16,-0.718811198270504,-0.999833555141164,-1.5020570349224447,-0.9462953893342704,-1.6401441136024513,-1.4099682268707914,-0.904632766858459,-1.877993466089148,-0.8621039354199287
2001-2015,17,-0.718811198270504,-0.999833555141164,-1.5020570349224447,-0.9462953893342704,-1.6401441136024513,-1.4099682268707914,-0.904632766858459,-1.877993466089148,-0.8621039354199287
2001-2015,18,-0.718811198270504,-0.999833555141164,-1.5020570349224447,-0.9462953893342704,-1.6401441136024513,-1.4099682268707914,-0.904632766858459,-1.877993466089148,-0.8621039354199287
2001-2015,19,-0.718811198270504,-0.999833555141164,-1.5020570349224447,-0.9462953893342704,-1.6401441136024513,-1.4099682268707914,-0.904632766858459,-1.877993466089148,-1.0587700758225829
2001-2015,20,-0.718811198270504,-0.999833555141164,-1.5020570349224447,-0.9462953893342704,-1.6401441136024513,-1.4099682268707914,-0.904632766858459,-1.877993466089148,-1.0587700758225829
2001-2015,21,-0.7670447913888323,-1.140912161698425,-1.5020570349224447,-0.9462953893342704,-1.6401441136024513,-1.4099682268707914,-0.904632766858459,-1.877993466089148,-1.0587700758225829
2001-2015,22,-0.7670447913888323,-1.140912161698425,-1.5020570349224447,-0.9462953893342704,-1.6401441136024513,-1.4099682268707914,-1.089335744987456,-1.877993466089148,-1.3566501302436618
2001-2015,23,-0.7670447913888323,-1.140912161698425,-1.5020570349224447,-0.9462953893342704,-1.6401441136024513,-1.4099682268707914,-1.1664292118338728,-1.877993466089148,-1.3566501302436618
2001-2015,24,-0.7670447913888323,-1.140912161698425,-1.8414859200008693,-0.9462953893342704,-1.6401441136024513,-1.4099682268707914,-1.1664292118338728,-1.877993466089148,-1.3566501302436618
2001-2015,25,-1.0639673231164994,-1.140912161698425,-1.8414859200008693,-0.9462953893342704,-1.6401441136024513,-1.4099682268707914,-1.1664292118338728,-1.877993466089148,-1.3566501302436618
2001-2015,26,-1.0639673231164994,-1.140912161698425,-1.8414859200008693,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.1664292118338728,-1.877993466089148,-1.3566501302436618
2001-2015,27,-1.0639673231164994,-1.140912161698425,-1.8414859200008693,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.1664292118338728,-1.877993466089148,-1.3566501302436618
2001-2015,28,-1.0639673231164994,-1.140912161698425,-2.2175348080774624,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.1664292118338728,-1.877993466089148,-1.3566501302436618
2001-2015,29,-1.0639673231164994,-1.140912161698425,-2.2175348080774624,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.2806857528941058,-1.877993466089148,-1.3566501302436618
2001-2015,30,-1.5264538599193054,-1.140912161698425,-2.2175348080774624,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.2806857528941058,-1.877993466089148,-1.3566501302436618
2001-2015,31,-1.5264538599193054,-1.140912161698425,-2.2175348080774624,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.2806857528941058,-1.877993466089148,-1.3566501302436618
2001-2015,32,-1.5264538599193054,-1.140912161698425,-2.2175348080774624,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.2806857528941058,-1.877993466089148,-1.3566501302436618
2001-2015,33,-1.5264538599193054,-1.140912161698425,-2.2175348080774624,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.2806857528941058,-1.877993466089148,-1.3566501302436618
2001-2015,34,-1.5264538599193054,-1.140912161698425,-2.2175348080774624,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.2806857528941058,-1.877993466089148,-1.3566501302436618
2001-2015,35,-1.5264538599193054,-1.140912161698425,-2.2175348080774624,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.2806857528941058,-1.877993466089148,-1.3566501302436618
2001-2015,36,-1.5264538599193054,-1.140912161698425,-2.2175348080774624,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.2806857528941058,-1.877993466089148,-1.3566501302436618
2001-2015,37,-1.5264538599193054,-1.4252562642149436,-2.2175348080774624,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.2806857528941058,-1.877993466089148,-1.3566501302436618
2001-2015,38,-1.5264538599193054,-1.4252562642149436,-2.2175348080774624,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.2806857528941058,-1.877993466089148,-1.3566501302436618
2001-2015,39,-1.5264538599193054,-1.8089478422149308,-2.2175348080774624,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.2806857528941058,-1.877993466089148,-1.3566501302436618
2001-2015,40,-1.5264538599193054,-1.8089478422149308,-2.2175348080774624,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.2806857528941058,-1.877993466089148,-1.3566501302436618
2001-2015,41,-1.5264538599193054,-1.8089478422149308,-2.2175348080774624,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.2806857528941058,-1.877993466089148,-1.3566501302436618
2001-2015,42,-1.5264538599193054,-1.8089478422149308,-2.556650425858,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.3411271758568772,-1.877993466089148,-1.3566501302436618
2001-2015,43,-1.5264538599193054,-1.8089478422149308,-2.556650425858,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,44,-1.5264538599193054,-1.8089478422149308,-2.556650425858,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,45,-1.5264538599193054,-1.8089478422149308,-2.556650425858,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,46,-1.5264538599193054,-1.8089478422149308,-2.556650425858,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,47,-1.5264538599193054,-1.8089478422149308,-2.556650425858,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,48,-1.5264538599193054,-1.8089478422149308,-2.556650425858,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,49,-1.5264538599193054,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,50,-1.5264538599193054,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,51,-1.5264538599193054,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,52,-1.5264538599193054,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,53,-1.5264538599193054,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,54,-1.5264538599193054,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,55,-1.5264538599193054,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,56,-1.5781621759334967,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,57,-1.5781621759334967,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,58,-1.5781621759334967,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,59,-1.5781621759334967,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,60,-1.5781621759334967,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,61,-1.5781621759334967,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,62,-1.5781621759334967,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,63,-1.5781621759334967,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,64,-1.5781621759334967,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.6401441136024513,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,65,-1.5781621759334967,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.650445382543544,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,66,-1.5781621759334967,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.650445382543544,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,67,-1.5781621759334967,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.650445382543544,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.3566501302436618
2001-2015,68,-1.5781621759334967,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.650445382543544,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.5253308828548562
2001-2015,69,-1.5781621759334967,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.650445382543544,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.5253308828548562
2001-2015,70,-1.5781621759334967,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.650445382543544,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.5253308828548562
2001-2015,71,-1.5781621759334967,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.650445382543544,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.5253308828548562
2001-2015,72,-1.5781621759334967,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.7410885098593096,-1.4099682268707914,-1.3973399486716442,-1.877993466089148,-1.5253308828548562
2001-2015,73,-1.5781621759334967,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.7410885098593096,-1.5229761065966674,-1.3973399486716442,-1.877993466089148,-1.712981835240542
2001-2015,74,-1.5781621759334967,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.7410885098593096,-1.5229761065966674,-1.3973399486716442,-1.877993466089148,-1.712981835240542
2001-2015,75,-1.5781621759334967,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.7410885098593096,-1.5229761065966674,-1.3973399486716442,-1.877993466089148,-1.712981835240542
2001-2015,76,-1.5781621759334967,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.7410885098593096,-1.5229761065966674,-1.3973399486716442,-1.877993466089148,-1.712981835240542
2001-2015,77,-1.845471349207114,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.7410885098593096,-1.5229761065966674,-1.3973399486716442,-1.877993466089148,-1.712981835240542
2001-2015,78,-1.845471349207114,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.7410885098593096,-1.5229761065966674,-1.3973399486716442,-1.877993466089148,-1.712981835240542
2001-2015,79,-1.845471349207114,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.7410885098593096,-1.5229761065966674,-1.3973399486716442,-1.877993466089148,-1.712981835240542
2001-2015,80,-1.845471349207114,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.7410885098593096,-1.5229761065966674,-1.3973399486716442,-1.877993466089148,-1.712981835240542
2001-2015,81,-1.845471349207114,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.7410885098593096,-1.5229761065966674,-1.3973399486716442,-1.877993466089148,-1.712981835240542
2001-2015,82,-1.845471349207114,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.7410885098593096,-1.5229761065966674,-1.3973399486716442,-1.877993466089148,-1.712981835240542
2001-2015,83,-1.845471349207114,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.7410885098593096,-1.5229761065966674,-1.3973399486716442,-1.877993466089148,-1.712981835240542
2001-2015,84,-1.845471349207114,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.7410885098593096,-1.5229761065966674,-1.3973399486716442,-1.877993466089148,-1.712981835240542
2001-2015,85,-1.845471349207114,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.7410885098593096,-1.5229761065966674,-1.3973399486716442,-1.877993466089148,-1.712981835240542
2001-2015,86,-1.845471349207114,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.7410885098593096,-1.5229761065966674,-1.3973399486716442,-1.877993466089148,-1.712981835240542
2001-2015,87,-1.845471349207114,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.7410885098593096,-1.5229761065966674,-1.3973399486716442,-1.877993466089148,-1.712981835240542
2001-2015,88,-1.845471349207114,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.7410885098593096,-1.5229761065966674,-1.3973399486716442,-1.877993466089148,-1.712981835240542
2001-2015,89,-2.1172502271332863,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.7410885098593096,-1.5229761065966674,-1.3973399486716442,-1.877993466089148,-1.712981835240542
2001-2015,90,-2.1172502271332863,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.7410885098593096,-1.5229761065966674,-1.3973399486716442,-1.877993466089148,-1.712981835240542
2001-2015,91,-2.1172502271332863,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.7410885098593096,-1.5229761065966674,-1.3973399486716442,-1.877993466089148,-1.712981835240542
2001-2015,92,-2.1172502271332863,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.7410885098593096,-1.5229761065966674,-1.3973399486716442,-1.877993466089148,-1.712981835240542
2001-2015,93,-2.1172502271332863,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.7410885098593096,-1.5229761065966674,-1.3973399486716442,-1.877993466089148,-1.712981835240542
2001-2015,94,-2.1172502271332863,-1.8089478422149308,-2.6375350506961843,-1.46552576078729,-1.7410885098593096,-1.5229761065966674,-1.484752303087488,-1.877993466089148,-1.712981835240542
2001-2015,95,-2.1172502271332863,-1.8089478422149308,-2.6375350506961843,-1.956062755112066,-1.7410885098593096,-1.5229761065966674,-1.484752303087488,-1.877993466089148,-1.712981835240542
2001-2015,96,-2.1172502271332863,-1.8089478422149308,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5229761065966674,-1.484752303087488,-1.877993466089148,-1.712981835240542
2001-2015,97,-2.1172502271332863,-1.8089478422149308,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5673451126541824,-1.484752303087488,-1.877993466089148,-1.712981835240542
2001-2015,98,-2.1172502271332863,-1.8089478422149308,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5673451126541824,-1.484752303087488,-1.877993466089148,-1.712981835240542
2001-2015,99,-2.1172502271332863,-1.8089478422149308,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5673451126541824,-1.484752303087488,-1.877993466089148,-1.712981835240542
2001-2015,100,-2.1172502271332863,-1.8089478422149308,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5673451126541824,-1.484752303087488,-1.877993466089148,-1.712981835240542
2001-2015,101,-2.1172502271332863,-1.8089478422149308,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5673451126541824,-1.484752303087488,-1.877993466089148,-1.712981835240542
2001-2015,102,-2.1172502271332863,-1.8089478422149308,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5673451126541824,-1.484752303087488,-1.877993466089148,-1.712981835240542
2001-2015,103,-2.1172502271332863,-1.8089478422149308,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5673451126541824,-1.484752303087488,-1.877993466089148,-1.712981835240542
2001-2015,104,-2.1172502271332863,-1.8089478422149308,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5673451126541824,-1.484752303087488,-1.877993466089148,-1.712981835240542
2001-2015,105,-2.1172502271332863,-1.8089478422149308,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5673451126541824,-1.484752303087488,-1.877993466089148,-1.712981835240542
2001-2015,106,-2.1172502271332863,-1.8089478422149308,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5673451126541824,-1.484752303087488,-1.877993466089148,-1.712981835240542
2001-2015,107,-2.1172502271332863,-1.8089478422149308,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5673451126541824,-1.484752303087488,-1.877993466089148,-1.712981835240542
2001-2015,108,-2.1172502271332863,-1.8089478422149308,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5673451126541824,-1.484752303087488,-1.877993466089148,-1.712981835240542
2001-2015,109,-2.1172502271332863,-1.8089478422149308,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5673451126541824,-1.484752303087488,-1.877993466089148,-1.712981835240542
2001-2015,110,-2.1172502271332863,-1.8089478422149308,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5673451126541824,-1.484752303087488,-1.877993466089148,-1.712981835240542
2001-2015,111,-2.1172502271332863,-1.8089478422149308,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5673451126541824,-1.484752303087488,-1.877993466089148,-1.712981835240542
2001-2015,112,-2.1172502271332863,-1.8089478422149308,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5673451126541824,-1.484752303087488,-1.877993466089148,-1.712981835240542
2001-2015,113,-2.1172502271332863,-1.8089478422149308,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5673451126541824,-1.484752303087488,-1.877993466089148,-1.712981835240542
2001-2015,114,-2.1172502271332863,-1.8471147977991949,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5673451126541824,-1.484752303087488,-1.877993466089148,-1.712981835240542
2001-2015,115,-2.1172502271332863,-1.8471147977991949,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5673451126541824,-1.5988989370354867,-1.877993466089148,-1.712981835240542
2001-2015,116,-2.1172502271332863,-1.8471147977991949,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5673451126541824,-1.5988989370354867,-1.877993466089148,-1.712981835240542
2001-2015,117,-2.1172502271332863,-1.8471147977991949,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5673451126541824,-1.5988989370354867,-1.877993466089148,-1.712981835240542
2001-2015,118,-2.1172502271332863,-1.8471147977991949,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5673451126541824,-1.5988989370354867,-1.877993466089148,-1.712981835240542
2001-2015,119,-2.1172502271332863,-1.8471147977991949,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5673451126541824,-1.5988989370354867,-1.877993466089148,-1.712981835240542
2001-2015,120,-2.1172502271332863,-1.8471147977991949,-2.7808205999300597,-1.956062755112066,-1.7410885098593096,-1.5673451126541824,-1.5988989370354867,-1.877993466089148,-1.712981835240542
2001-2015,121,-2.1172502271332863,-1.8471147977991949,-2.7808205999300597,-2.15722673762892,-1.7410885098593096,-1.5673451126541824,-1.5988989370354867,-1.877993466089148,-1.712981835240542
2001-2015,122,-2.1172502271332863,-1.8471147977991949,-2.7808205999300597,-2.15722673762892,-1.7410885098593096,-1.5673451126541824,-1.5988989370354867,-1.877993466089148,-1.712981835240542
2001-2015,123,-2.1172502271332863,-1.8471147977991949,-2.7808205999300597,-2.15722673762892,-1.7410885098593096,-1.5673451126541824,-1.5988989370354867,-1.877993466089148,-1.712981835240542
2001-2015,124,-2.1172502271332863,-1.8471147977991949,-2.7808205999300597,-2.15722673762892,-1.7410885098593096,-1.5673451126541824,-1.5988989370354867,-1.877993466089148,-1.712981835240542
2001-2015,125,-2.1172502271332863,-1.8471147977991949,-2.7808205999300597,-2.15722673762892,-1.7410885098593096,-1.5673451126541824,-1.5988989370354867,-1.877993466089148,-1.712981835240542
2001-2015,126,-2.1172502271332863,-1.8471147977991949,-2.7808205999300597,-2.15722673762892,-1.7410885098593096,-1.5673451126541824,-1.5988989370354867,-1.877993466089148,-2.0089114255895404
